"location","variable","Unit","Date","Value"
"Turkey","Kidnapping at the National Level Count","Number","2007","9455"
"Turkey","Kidnapping at the National Level Count","Number","2008","10764"
"Turkey","Kidnapping at the National Level Count","Number","2009","12700"
"Turkey","Kidnapping at the National Level Count","Number","2010","13586"
"Turkey","Kidnapping at the National Level Count","Number","2011","13584"
"Turkey","Kidnapping at the National Level Count","Number","2012","13431"
"Turkey","Kidnapping at the National Level Count","Number","2013","31196"
"Turkey","Kidnapping at the National Level Count","Number","2014","32953"
"Turkey","Kidnapping at the National Level Count","Number","2015","31910"
"Turkey","Kidnapping at the National Level Count","Number","2016","26766"
"Bahrain","Kidnapping at the National Level Count","Number","2003","5"
"Bahrain","Kidnapping at the National Level Count","Number","2004","18"
"Bahrain","Kidnapping at the National Level Count","Number","2005","12"
"Bahrain","Kidnapping at the National Level Count","Number","2006","21"
"Bahrain","Kidnapping at the National Level Count","Number","2007","0"
"Yemen","Kidnapping at the National Level Count","Number","2005","102"
"Yemen","Kidnapping at the National Level Count","Number","2006","27"
"Yemen","Kidnapping at the National Level Count","Number","2007","26"
"Yemen","Kidnapping at the National Level Count","Number","2008","48"
"Yemen","Kidnapping at the National Level Count","Number","2009","41"
"Kuwait","Kidnapping at the National Level Count","Number","2004","285"
"Kuwait","Kidnapping at the National Level Count","Number","2005","280"
"Kuwait","Kidnapping at the National Level Count","Number","2006","278"
"Kuwait","Kidnapping at the National Level Count","Number","2007","329"
"Kuwait","Kidnapping at the National Level Count","Number","2008","327"
"Kuwait","Kidnapping at the National Level Count","Number","2009","358"
"Oman","Kidnapping at the National Level Count","Number","2007","13"
"Oman","Kidnapping at the National Level Count","Number","2008","9"
"Oman","Kidnapping at the National Level Count","Number","2014","7"
"Oman","Kidnapping at the National Level Count","Number","2015","6"
"Oman","Kidnapping at the National Level Count","Number","2016","5"
"Oman","Kidnapping at the National Level Count","Number","2017","14"
"Oman","Kidnapping at the National Level Count","Number","2018","11"
"Qatar","Kidnapping at the National Level Count","Number","2003","7"
"Qatar","Kidnapping at the National Level Count","Number","2004","6"
"Iraq (Central Iraq)","Kidnapping at the National Level Count","Number","2008","1433"
"Iraq (Central Iraq)","Kidnapping at the National Level Count","Number","2009","1657"
"Iraq (Central Iraq)","Kidnapping at the National Level Count","Number","2010","1389"
"Iraq (Central Iraq)","Kidnapping at the National Level Count","Number","2011","1020"
"Iraq (Central Iraq)","Kidnapping at the National Level Count","Number","2012","820"
"Iraq (Central Iraq)","Kidnapping at the National Level Count","Number","2013","783"
"Iraq (Central Iraq)","Kidnapping at the National Level Count","Number","2014","1119"
"United Arab Emirates","Kidnapping at the National Level Count","Number","2003","434"
"United Arab Emirates","Kidnapping at the National Level Count","Number","2004","506"
"United Arab Emirates","Kidnapping at the National Level Count","Number","2005","862"
"United Arab Emirates","Kidnapping at the National Level Count","Number","2006","971"
"United Arab Emirates","Kidnapping at the National Level Count","Number","2012","73"
"United Arab Emirates","Kidnapping at the National Level Count","Number","2013","94"
"United Arab Emirates","Kidnapping at the National Level Count","Number","2014","69"
"United Arab Emirates","Kidnapping at the National Level Count","Number","2015","82"
"United Arab Emirates","Kidnapping at the National Level Count","Number","2016","73"
"United Arab Emirates","Kidnapping at the National Level Count","Number","2017","67"
"United Arab Emirates","Kidnapping at the National Level Count","Number","2018","77"
"Israel","Kidnapping at the National Level Count","Number","2004","397"
"Israel","Kidnapping at the National Level Count","Number","2005","418"
"Israel","Kidnapping at the National Level Count","Number","2006","383"
"Israel","Kidnapping at the National Level Count","Number","2007","337"
"Israel","Kidnapping at the National Level Count","Number","2008","340"
"Israel","Kidnapping at the National Level Count","Number","2010","267"
"Israel","Kidnapping at the National Level Count","Number","2011","265"
"Syrian Arab Republic","Kidnapping at the National Level Count","Number","2003","85"
"Syrian Arab Republic","Kidnapping at the National Level Count","Number","2004","135"
"Syrian Arab Republic","Kidnapping at the National Level Count","Number","2005","42"
"Syrian Arab Republic","Kidnapping at the National Level Count","Number","2006","54"
"Syrian Arab Republic","Kidnapping at the National Level Count","Number","2007","15"
"Syrian Arab Republic","Kidnapping at the National Level Count","Number","2008","24"
"Jordan","Kidnapping at the National Level Count","Number","2005","28"
"Jordan","Kidnapping at the National Level Count","Number","2006","34"
"Lebanon","Kidnapping at the National Level Count","Number","2008","899"
"Lebanon","Kidnapping at the National Level Count","Number","2009","573"
"Lebanon","Kidnapping at the National Level Count","Number","2010","559"
"Lebanon","Kidnapping at the National Level Count","Number","2011","653"
"Lebanon","Kidnapping at the National Level Count","Number","2012","910"
"Lebanon","Kidnapping at the National Level Count","Number","2013","1214"
"Lebanon","Kidnapping at the National Level Count","Number","2014","1056"
"Lebanon","Kidnapping at the National Level Count","Number","2015","1005"
"Lebanon","Kidnapping at the National Level Count","Number","2016","10460"
"State of Palestine","Kidnapping at the National Level Count","Number","2003","126"
"State of Palestine","Kidnapping at the National Level Count","Number","2004","167"
"State of Palestine","Kidnapping at the National Level Count","Number","2005","202"
"State of Palestine","Kidnapping at the National Level Count","Number","2008","83"
"State of Palestine","Kidnapping at the National Level Count","Number","2009","23"
"State of Palestine","Kidnapping at the National Level Count","Number","2010","21"
"State of Palestine","Kidnapping at the National Level Count","Number","2011","24"
"State of Palestine","Kidnapping at the National Level Count","Number","2012","12"
"Saudi Arabia","Kidnapping at the National Level Count","Number","2017","590"
"United Kingdom (England and Wales)","Kidnapping at the National Level Count","Number","2003","3125"
"United Kingdom (England and Wales)","Kidnapping at the National Level Count","Number","2004","2814"
"United Kingdom (England and Wales)","Kidnapping at the National Level Count","Number","2005","2799"
"United Kingdom (England and Wales)","Kidnapping at the National Level Count","Number","2006","2367"
"United Kingdom (England and Wales)","Kidnapping at the National Level Count","Number","2007","1991"
"United Kingdom (England and Wales)","Kidnapping at the National Level Count","Number","2008","2035"
"United Kingdom (England and Wales)","Kidnapping at the National Level Count","Number","2009","1860"
"United Kingdom (England and Wales)","Kidnapping at the National Level Count","Number","2010","1717"
"United Kingdom (England and Wales)","Kidnapping at the National Level Count","Number","2011","1516"
"United Kingdom (England and Wales)","Kidnapping at the National Level Count","Number","2012","1388"
"United Kingdom (England and Wales)","Kidnapping at the National Level Count","Number","2013","1728"
"United Kingdom (England and Wales)","Kidnapping at the National Level Count","Number","2014","2189"
"United Kingdom (England and Wales)","Kidnapping at the National Level Count","Number","2015","3019"
"United Kingdom (England and Wales)","Kidnapping at the National Level Count","Number","2016","3849"
"United Kingdom (England and Wales)","Kidnapping at the National Level Count","Number","2017","4528"
"United Kingdom (England and Wales)","Kidnapping at the National Level Count","Number","2018","5223"
"United Kingdom (Scotland)","Kidnapping at the National Level Count","Number","2004","353"
"United Kingdom (Scotland)","Kidnapping at the National Level Count","Number","2005","347"
"United Kingdom (Scotland)","Kidnapping at the National Level Count","Number","2006","343"
"United Kingdom (Scotland)","Kidnapping at the National Level Count","Number","2007","284"
"United Kingdom (Scotland)","Kidnapping at the National Level Count","Number","2008","319"
"United Kingdom (Scotland)","Kidnapping at the National Level Count","Number","2009","269"
"United Kingdom (Scotland)","Kidnapping at the National Level Count","Number","2010","260"
"United Kingdom (Scotland)","Kidnapping at the National Level Count","Number","2011","219"
"United Kingdom (Scotland)","Kidnapping at the National Level Count","Number","2012","227"
"United Kingdom (Scotland)","Kidnapping at the National Level Count","Number","2013","253"
"United Kingdom (Scotland)","Kidnapping at the National Level Count","Number","2014","234"
"United Kingdom (Scotland)","Kidnapping at the National Level Count","Number","2015","228"
"United Kingdom (Scotland)","Kidnapping at the National Level Count","Number","2016","230"
"United Kingdom (Scotland)","Kidnapping at the National Level Count","Number","2017","233"
"United Kingdom (Scotland)","Kidnapping at the National Level Count","Number","2018","268"
"United Kingdom (Northern Ireland)","Kidnapping at the National Level Count","Number","2003","71"
"United Kingdom (Northern Ireland)","Kidnapping at the National Level Count","Number","2004","80"
"United Kingdom (Northern Ireland)","Kidnapping at the National Level Count","Number","2005","46"
"United Kingdom (Northern Ireland)","Kidnapping at the National Level Count","Number","2006","53"
"United Kingdom (Northern Ireland)","Kidnapping at the National Level Count","Number","2007","67"
"United Kingdom (Northern Ireland)","Kidnapping at the National Level Count","Number","2008","83"
"United Kingdom (Northern Ireland)","Kidnapping at the National Level Count","Number","2009","82"
"United Kingdom (Northern Ireland)","Kidnapping at the National Level Count","Number","2010","56"
"United Kingdom (Northern Ireland)","Kidnapping at the National Level Count","Number","2011","66"
"United Kingdom (Northern Ireland)","Kidnapping at the National Level Count","Number","2012","45"
"United Kingdom (Northern Ireland)","Kidnapping at the National Level Count","Number","2013","59"
"United Kingdom (Northern Ireland)","Kidnapping at the National Level Count","Number","2014","44"
"United Kingdom (Northern Ireland)","Kidnapping at the National Level Count","Number","2015","65"
"United Kingdom (Northern Ireland)","Kidnapping at the National Level Count","Number","2016","81"
"United Kingdom (Northern Ireland)","Kidnapping at the National Level Count","Number","2017","67"
"United Kingdom (Northern Ireland)","Kidnapping at the National Level Count","Number","2018","82"
"Kosovo under UNSCR 1244","Kidnapping at the National Level Count","Number","2008","46"
"Kosovo under UNSCR 1244","Kidnapping at the National Level Count","Number","2009","50"
"Kosovo under UNSCR 1244","Kidnapping at the National Level Count","Number","2010","43"
"Kosovo under UNSCR 1244","Kidnapping at the National Level Count","Number","2011","31"
"Kosovo under UNSCR 1244","Kidnapping at the National Level Count","Number","2012","33"
"Kosovo under UNSCR 1244","Kidnapping at the National Level Count","Number","2013","34"
"Kosovo under UNSCR 1244","Kidnapping at the National Level Count","Number","2014","26"
"Kosovo under UNSCR 1244","Kidnapping at the National Level Count","Number","2015","24"
"Kosovo under UNSCR 1244","Kidnapping at the National Level Count","Number","2016","22"
"Kosovo under UNSCR 1244","Kidnapping at the National Level Count","Number","2017","16"
"Kosovo under UNSCR 1244","Kidnapping at the National Level Count","Number","2018","16"
"Holy See","Kidnapping at the National Level Count","Number","2009","0"
"Holy See","Kidnapping at the National Level Count","Number","2010","0"
"Holy See","Kidnapping at the National Level Count","Number","2011","0"
"Holy See","Kidnapping at the National Level Count","Number","2012","0"
"Holy See","Kidnapping at the National Level Count","Number","2013","0"
"Holy See","Kidnapping at the National Level Count","Number","2014","0"
"Holy See","Kidnapping at the National Level Count","Number","2015","0"
